text,section,header,div,p,s,id,match_test,has_F,match_es,has_es
"In line with our hypothesis, the psychometric curve differed significantly across tACS conditions, F(2, 58) = 36.545, p < .00001, η p 2 = .558; it was shifted toward younger age in the beta tACS condition (53.208 years, SD = 3.607) compared with the sham tACS condition (58.006 years, SD = 4.487, p < .0001) and alpha tACS condition (58.527 years, SD = 5.684, p < .0001).",results,Results,5,4,7,09567976221147259,"F(2, 58) = 36.545",TRUE,η p 2 = .558,TRUE
"An ANOVA with age level and stimulation condition as factors showed only a significant main effect of age level, F(6, 174) = 428.146, p < .0001, η p 2 = .937; the estimated age increased with the increase of the veridical age of the face stimuli (Fig.",results,Results,5,6,2,09567976221147259,"F(6, 174) = 428.146",TRUE,η p 2 = .937,TRUE
"Most importantly, neither the effect of the stimulation, F(2, 58) = 0.970, p = .385, η p 2 = .032, nor its interaction with age level, F(12, 348) = 0.694, p = .758, η p 2 = .23, were significant, suggesting that age estimation was not modulated by alpha or beta oscillations (for the analysis comparing the MTT task with the age estimation task, see ""Supplementary Results"" at <https://osf.io/24cs7/>).",results,Results,5,6,4,09567976221147259,"F(2, 58) = 0.970; F(12, 348) = 0.694",TRUE,η p 2 = .032; η p 2 = .23,TRUE
"Exploratory analyses showed that children across conditions differed in their selfreported sense of smallness, F(2, 156) = 3.46, p = .034, η p 2 = .04, with children in the awe condition experiencing reduced symbolic self size (see also Piff et al., 2015; see the Supplemental Material for descriptive statistics).",results,Results,8,3,2,09567976221150616,"F(2, 156) = 3.46",TRUE,η p 2 = .04,TRUE
"RSA reactivity differed across conditions, F(2, 348) = 5.53, p = .004, η p 2 = .03.",results,Results,11,7,1,09567976221150616,"F(2, 348) = 5.53",TRUE,η p 2 = .03,TRUE
"SCL reactivity also differed across conditions, F(2, 348) = 3.70, p = .026, η p 2 = .02.",results,Results,11,7,4,09567976221150616,"F(2, 348) = 3.70",TRUE,η p 2 = .02,TRUE
"In general, categorization accuracy improved across blocks, F(7, 378) = 51.32, p = .00000, η p ² = .48.",results,Category training,15,1,5,09567976231151581,"F(7, 378) = 51.32",TRUE,η p ² = .48,TRUE
"But the dyslexia group was significantly less accurate than the control group, F(1, 54) = 8.44, p = .002, η p ² = .13.",results,Category training,15,1,6,09567976231151581,"F(1, 54) = 8.44",TRUE,η p ² = .13,TRUE
"This is moderated by a group-by-block interaction, F(7, 378) = 3.75, p = .001, η p ² = .06, a task-by-block interaction, F(7, 378) = 2.32, p = .02, η p ² = .04, and crucially, a three-way interaction of Group × Block × Task, F(7, 378) = 2.18, p = .03, η p ² = .03.",results,Category training,15,1,7,09567976231151581,"F(7, 378) = 3.75; F(7, 378) = 2.32; F(7, 378) = 2.18",TRUE,η p ² = .06; η p ² = .04; η p ² = .03,TRUE
"In the information-integration task, there was a greater linear trend (of improving categorization accuracy) for the control, compared with the dyslexia, group, F(1, 54) = 11.47, p = .001, η p ² = .17.",results,Category training,15,1,10,09567976231151581,"F(1, 54) = 11.47",TRUE,η p ² = .17,TRUE
"In contrast, there were no significant group differences in the linear trend across groups in the rule-based task, F(1, 54) = 0.46, p = .50052, η p ² = .008.",results,Category training,15,1,11,09567976231151581,"F(1, 54) = 0.46",TRUE,η p ² = .008,TRUE
"There was a significant interaction between group and category in the first block in which participants used the task-optimal strategy, F(1, 54) = 10.8, p = .002, η G 2 = .075.",results,Computational analyses of learning strategies,16,3,3,09567976231151581,"F(1, 54) = 10.8",TRUE,,FALSE
"There was also a significant interaction of group and category in the total number of blocks in which they used the task-optimal strategy, F(1, 54) = 14.6, p < .001, η G 2 = .084.",results,Computational analyses of learning strategies,16,4,2,09567976231151581,"F(1, 54) = 14.6",TRUE,,FALSE
"Although the dyslexia group generalized significantly less accurately than the control group, F(1, 54) = 8.22, p = .00590, η p ² = .13, the group-by-task interaction was significant, F(1, 54) = 9.57, p = .003, η p ² = .15.",results,Generalization,18,1,3,09567976231151581,"F(1, 54) = 8.22; F(1, 54) = 9.57",TRUE,η p ² = .13; η p ² = .15,TRUE
"Transfer was not significantly different across the dyslexia and control groups, F(1, 54) = 2.70, p = .11, η p ² = .025, or rulebased and information-integration tasks, F(1, 54) = 2.30, p = .14, η p ² = .020, and there was no interaction between group and task, F(1, 54) = 0.38, p = .54, η p ² = .003.",results,Generalization,18,1,8,09567976231151581,"F(1, 54) = 2.70; F(1, 54) = 2.30; F(1, 54) = 0.38",TRUE,η p ² = .025; η p ² = .020; η p ² = .003,TRUE
"As visualized in Figure 2a, target letters were identified faster in high-relative to low-probability target locations within the objects, F(1, 79) = 5.5, p = .021, η p 2 = .066.",results,Results,5,1,3,09567976231154804,"F(1, 79) = 5.5",TRUE,η p 2 = .066,TRUE
"Although overall responses were faster to the second object (i.e., second half of the experiment), F(1, 79) = 6.1, p = .016, η p 2 = .072, reflecting a general practice effect, there was no evidence that learned prioritization differed as a function of whether the biased object was the first or the second object that was encountered-interaction: F(1, 79) = 0.23, p = .63, η p 2 = .003, BF excl = 5.1.",results,Results,5,1,4,09567976231154804,"F(1, 79) = 6.1; F(1, 79) = 0.23",TRUE,η p 2 = .072; η p 2 = .003,TRUE
"A repeated measures ANOVA with the within-subjects factors target location (high probability, low probability) and object (hammer, shoe) also did not yield a reliable interaction, F(1, 79) = 0.19, p = .67, η p 2 = .002, BF excl = 5.5, showing that the learned prioritization at high-probability target locations also did not differ between objects.",results,Results,5,1,5,09567976231154804,"F(1, 79) = 0.19",TRUE,η p 2 = .002,TRUE
"Critically, whereas overall response times were faster for objects in the horizontal than the vertical plane-main effect of orientation: F(2.4) = 9.1, p < .001, η p 2 = .10-learned prioritization also did not differ between orientations-interaction: F(2, 158) = 0.26, p = .77, η p 2 = .003, BF excl = 45.1.",results,Results,5,1,6,09567976231154804,"F(2, 158) = 0.26",TRUE,η p 2 = .10; η p 2 = .003,TRUE
"As visualized in Figure 2b, a repeated measures ANOVA with the withinsubjects factors object (biased, neutral) and target location (high probability, low probability) yielded a reliable interaction, F(1, 79) = 5.90, p = .017, η p 2 = .069, again reflecting a difference between high-and low-probability target locations in the biased objects, t(79) = 2.5, p = .016, d = 0.28, but critically not in the neutral objects, t(79) = 0.8, p = 0.43, d = 0.088, BF 01 = 6.0.",results,Results,5,2,3,09567976231154804,"F(1, 79) = 5.90",TRUE,η p 2 = .069,TRUE
"Also, when the analyses were limited to biased blocks, learned prioritization again did not differ between orientations-interaction: F(2, 201) = 0.69, p = .54, η p 2 = .009, BF excl = 23.5.",results,Results,5,2,4,09567976231154804,"F(2, 201) = 0.69",TRUE,η p 2 = .009,TRUE
"As visualized in Figure 3a, targets were again detected faster at highrelative to low-probability object locations-main effect of target location: F(1, 79) = 5.27, p = .024, η p 2 = .063.",results,Results,10,1,2,09567976231154804,"F(1, 79) = 5.27",TRUE,η p 2 = .063,TRUE
"Critically, although overall RTs were reliably slower in the neutral block-main effect of block: F(1, 79) = 18.16, p < .001, η p 2 = .19, arguably because of the surprise caused by the introduction of new object orientations, the Block × Target Location interaction failed to reach significance, F(1, 79) = 3.02, p = .086, η p 2 = .037, suggesting that the learned prioritization in the biased blocks indeed transferred to the neutral blocks.",results,Results,10,1,3,09567976231154804,"F(1, 79) = 18.16; F(1, 79) = 3.02",TRUE,η p 2 = .19; η p 2 = .037,TRUE
"We found a strong effect of base-rate manipulation on the perceived health-taste relationship within contexts, F(2, 153) = 32.54, p < .001, η p 2 = .30, as well as across contexts, F(2, 153) = 18.18, p < .001, η p 2 = .19.",results,Results,11,1,2,09567976231158288,"F(2, 153) = 32.54; F(2, 153) = 18.18",TRUE,η p 2 = .30; η p 2 = .19,TRUE
"There was also a medium-size interaction effect between base-rate manipulation and context, F(2, 153) = 3.51, p = .03, η p 2 = .04.",results,Results,11,3,1,09567976231158288,"F(2, 153) = 3.51",TRUE,η p 2 = .04,TRUE
"We found a strong effect of base-rate manipulation on the perceived health-taste relationship within contexts, F(1, 61) = 6.93, p = .01, η p 2 = .10, as well as across contexts, F(1, 61) = 10.3, p < .01, η p 2 = .14.",results,Results,14,1,1,09567976231158288,"F(1, 61) = 6.93; F(1, 61) = 10.3",TRUE,η p 2 = .10; η p 2 = .14,TRUE
"In a preregistered analysis involving preschoolers, a between-subjects analysis of (ANOVA) with age group (3-year-olds, 4-year-olds) and condition (positive only, positive and negative) yielded a main effect of age group-the proportion of correct responses increased with age, F(1, 124) = 9.22, p = .003-and a marginal effect of condition-the proportion of correct responses increased slightly in the positive-and-negative condition, F(1, 124) = 3.18, p = .08.",results,Main analyses: proportion of correct responses,10,1,2,09567976231165267,"F(1, 124) = 9.22; F(1, 124) = 3.18",TRUE,,FALSE
"There was no interaction between age group and condition, F(1, 124) = 0.07, p = .79.",results,Main analyses: proportion of correct responses,10,2,1,09567976231165267,"F(1, 124) = 0.07",TRUE,,FALSE
"In an additional exploratory analysis involving both preschool and adult samples, a between-subjects ANOVA with age group (3-year-olds, 4-year-olds, adults) and condition (positive only, positive and negative) yielded a main effect of age group-the proportion of correct responses increased with age, F(2, 186) = 33.08, p < .001-and a main effect of condition-the proportion of correct responses increased in the positive-and-negative condition, F(1, 186) = 6.05, p = .01.",results,Main analyses: proportion of correct responses,10,3,1,09567976231165267,"F(2, 186) = 33.08; F(1, 186) = 6.05",TRUE,,FALSE
"There was no interaction between age group and condition, F(2, 186) = 0.06, p = .94.",results,Main analyses: proportion of correct responses,10,3,2,09567976231165267,"F(2, 186) = 0.06",TRUE,,FALSE
"As expected, a 2 × 2 repeated measures ANOVA (category: avoidance, safe) × (trajectory: T+, T-) on pain expectancies during the generalization test revealed a significant two-way interaction, F(1, 39) = 5.11, p = .029, η p 2 = .12, indicating that the differing patterns of pain expectancies in the two activity categories transferred to the novel activities from these categories.",results,Generalization,13,3,2,09567976231170878,"F(1, 39) = 5.11",TRUE,η p 2 = .12,TRUE
"There was a significant two-way interaction, F(1, 39) = 5.10, p = .030, η p 2 = .12, and planned contrasts showed that T+ was feared more than T-, t(39) = 7.37, p < .0001, d = 1.49, 95% CI = [1.17, 1.80], during novel activities from the avoidance category.",results,Generalization,13,4,2,09567976231170878,"F(1, 39) = 5.10",TRUE,η p 2 = .12,TRUE
"A one-way analysis of variance (ANOVA) revealed that the effect of condition was significant, F(1, 137) = 377.53, p < .001, η p 2 = .74.",method,Method,16,2,12,09567976231172500,"F(1, 137) = 377.53",TRUE,η p 2 = .74,TRUE
"As confirmed by one-way ANOVAs, the experimental conditions significantly influenced long-term orientation, F(2, 206) = 4.28, p = .015, f = 0.04, and future orientation, F(2, 206) = 9.55, p < .001, f = 0.09.",results,Results,17,1,1,09567976231172500,"F(2, 206) = 4.28; F(2, 206) = 9.55",TRUE,f = 0.04; f = 0.09,TRUE
"For indulgence, the overall differences between conditions did not reach significance, F(2, 206) = 1.84, p = .161, f = 0.02.",results,Results,17,2,1,09567976231172500,"F(2, 206) = 1.84",TRUE,f = 0.02,TRUE
"The water-priming conditions had a marginally significant effect on frugality, F(2, 206) = 2.30, p = .102, f = 0.02.",results,Results,17,3,1,09567976231172500,"F(2, 206) = 2.30",TRUE,f = 0.02,TRUE
"As expected, participants in the long-time-delay condition (M = 3.71, SD = 0.96) were more likely to agree than participants in the short-time-delay condition (M = 1.50, SD = 0.85), F(1, 448) = 662.36, p < .001, η p 2 = .60.",results,Results,20,1,3,09567976231173900,"F(1, 448) = 662.36",TRUE,η p 2 = .60,TRUE
"A one-way analysis of variance revealed a significant effect of our manipulation on punishment as participants in the long-time-delay condition (M = 12.72, SD = 9.65) levied more severe punishment than participants in the short-time-delay condition (M = 10.09, SD = 7.77), F(1, 448) = 10.08, p = .002, η p 2 = .02.",results,Results,20,2,2,09567976231173900,"F(1, 448) = 10.08",TRUE,η p 2 = .02,TRUE
"Consistent with our manipulation, results showed that participants in the long-time-delay condition (M = 3.52, SD = 1.10) were more likely than participants in the short-time-delay condition (M = 1.28, SD = 0.64) to agree that a long time had passed before Jamie was arrested, F(1, 467) = 715.65, p < .0001, η p 2 = .61.",results,Results,24,1,3,09567976231173900,"F(1, 467) = 715.65",TRUE,η p 2 = .61,TRUE
"As expected, those in the security-camera-information condition (M = 4.34, SD = 1.17) were more likely to agree than participants in the control condition (M = 1.51, SD = 0.94), F(1, 467) = 871.57, p < .0001, η p 2 = .65.",results,Results,24,1,5,09567976231173900,"F(1, 467) = 871.57",TRUE,η p 2 = .65,TRUE
"We began by testing the effects of time delays on punishment, which revealed a significant effect: Participants in the long-time-delay condition (M = 12.03, SD = 8.57) levied more severe punishment than participants in the short-time-delay condition (M = 10.43, SD = 7.63), F(1, 467) = 4.51, p = .03, η p 2 = .01.",results,Results,24,2,2,09567976231173900,"F(1, 467) = 4.51",TRUE,η p 2 = .01,TRUE
"There was no significant main effect of the security-camera-information condition, F(1, 467) = 0.02, p = .88, η p 2 = .00, and no interaction with the condition, F(1, 466) = 0.01, p = .92, η p 2 = .00.",results,Results,24,2,3,09567976231173900,"F(1, 467) = 0.02; F(1, 466) = 0.01",TRUE,η p 2 = .00; η p 2 = .00,TRUE
"Using a similar manipulation check as in the previous studies, we found that participants in the long-time-delay condition (M = 3.16, SD = 1.12) were more likely than those in the short-time-delay condition (M = 1.30, SD = 0.69) to agree that a long time had passed between crime and arrest, F(1, 463) = 466.57, p < .001, η p 2 = .50.",results,Results,27,1,2,09567976231173900,"F(1, 463) = 466.57",TRUE,η p 2 = .50,TRUE
"Those in the control condition (M = 2.02, SD = 1.02) were more likely to agree than participants in the no-crime-information condition (M = 1.25, SD = 0.70), F(1, 463) = 94.70, p < .001, η p 2 = .17.",results,Results,27,1,4,09567976231173900,"F(1, 463) = 94.70",TRUE,η p 2 = .17,TRUE
"We began by testing the effects of time delays on punishment, which revealed a significant effect: Participants in the long-time-delay condition (M = 12.20, SD = 8.86) levied more severe punishment than participants in the short-time-delay condition (M = 10.39, SD = 8.17), F(1, 463) = 5.19, p = .023, η p 2 = .01.",results,Results,27,2,2,09567976231173900,"F(1, 463) = 5.19",TRUE,η p 2 = .01,TRUE
"There was no main effect of the no-crime-information condition, F(1, 463) = 0.61, p = .436, η p 2 = .00, and no interaction with the time-delay condition, F(1, 462) = 0.05, p = .816, η p 2 = .00.",results,Results,27,2,3,09567976231173900,"F(1, 463) = 0.61; F(1, 462) = 0.05",TRUE,η p 2 = .00; η p 2 = .00,TRUE
"Using an adapted manipulation check from the previous studies, we found that participants in the long-time-delay condition (M = 4.53, SD = 0.71) were more likely than those in the short-time-delay condition (M = 1.19, SD = 0.55), F(1, 813) = 5,509.53, p < .001, η p 2 = .87, to agree that a long time had passed between crime and punishment.",results,Results,31,1,2,09567976231173900,"F(1, 813) = 5",TRUE,η p 2 = .87,TRUE
"We tested the effect of time delay on punishment (reported in thousands of dollars), which revealed a significant effect: Participants in the long-time-delay condition (M = 4.91, SD = 3.54) levied more severe punishment than participants in the short-time-delay condition (M = 3.15, SD = 3.40), F(1, 813) = 52.16, p < .001, η p 2 = .06.",results,Results,31,2,2,09567976231173900,"F(1, 813) = 52.16",TRUE,η p 2 = .06,TRUE
"Using an adapted manipulation check from the previous studies, we found that participants in the long-time-delay condition (M = 4.19, SD = 0.88) were more likely than those in the short-time-delay condition (M = 1.13, SD = 0.42) to agree that a long time had passed between the crime and the punishment, F(1, 764) = 3,711.91, p < .001, η p 2 = .83.",results,Results,34,1,2,09567976231173900,"F(1, 764) = 3",TRUE,η p 2 = .83,TRUE
"We tested the effects of time delay on punishment, which revealed a significant effect: Participants in the long-time-delay condition (M = 2.58, SD = 3.20) levied more severe punishment than participants in the short-time-delay condition (M = 2.01, SD = 2.63), F(1, 764) = 7.13, p = .008, η p 2 = .01.",results,Results,34,2,2,09567976231173900,"F(1, 764) = 7.13",TRUE,η p 2 = .01,TRUE
"As expected, participants in the long-timedelay condition (M = 5.69, SD = 1.28) were more likely than participants in the short-time-delay condition (M = 1.42, SD = 0.96) to agree that a long time had passed before Jamie would be sent to prison, F(1, 3059) = 10,923.12, p < .001, η p 2 = .78.",results,Results,38,1,3,09567976231173900,"F(1, 3059) = 10",TRUE,η p 2 = .78,TRUE
"As expected, participants in the fair condition (M = 6.53, SD = 1.06) were more likely than those in the unfair condition (M = 1.72, SD = 1.56) to agree with this, F(1, 3059) = 9,972.39, p < .001, η p 2 = .77.",results,Results,38,1,5,09567976231173900,"F(1, 3059) = 9",TRUE,η p 2 = .77,TRUE
"As predicted, we found that participants in the long-time-delay condition (M = 1.68, SD = 2.85) levied more severe punishment than participants in the short-time-delay condition (M = 0.90, SD = 2.23), F(1, 3059) = 72.05, p < .001, η p 2 = .02.",results,Results,38,2,2,09567976231173900,"F(1, 3059) = 72.05",TRUE,η p 2 = .02,TRUE
"We also found a main effect of the unfairness condition on punishment, F(1, 3059) = 88.41, p < .001, η p 2 = .03; participants in the fair condition levied less severe punishment than those in the unfair condition.",results,Results,38,2,3,09567976231173900,"F(1, 3059) = 88.41",TRUE,η p 2 = .03,TRUE
"As predicted, we found a time-by-unfairness interaction on punishment, F(1, 3058) = 96.87, p < .001, η p 2 = .03.",results,Results,38,3,1,09567976231173900,"F(1, 3058) = 96.87",TRUE,η p 2 = .03,TRUE
"For participants in the unfair condition, there was a significant effect of time delay on punishment, F(1, 3058) = 170.34, p < .001, η p 2 = .05; participants in the long-time-delay condition (M = 2.55, SD = 3.15) administered more severe punishment than participants in the short-time-delay condition (M = 0.90, SD = 2.21).",results,Results,38,3,2,09567976231173900,"F(1, 3058) = 170.34",TRUE,η p 2 = .05,TRUE
"However, there was not a significant effect of time delay on punishment in the fair condition, F(1, 3058) = 0.84, p = .36, η p 2 = .00, as participants in the long-time-delay condition (M = 0.79, SD = 2.16) levied equally severe punishment as those in the short-time-delay condition (M = 0.91, SD = 2.25; see Fig.",results,Results,38,3,3,09567976231173900,"F(1, 3058) = 0.84",TRUE,η p 2 = .00,TRUE
"A repeated measures analysis of variance (ANOVA) with motion-signal availability (0% vs. 60%) and motion/ cue direction (left vs. right) as within-subjects variables and the speed of smooth pursuit as the DV unsurprisingly showed that the strength of motion perception induced by 60%-motion signals (very strong motion signals) was much stronger than the strength of motion perception induced by predictive audiovisual cues, F(1, 19) = 29.57, p < .001, η p 2 = .61.",results,Results,6,3,5,09567976231177968,"F(1, 19) = 29.57",TRUE,η p 2 = .61,TRUE
"The main effect of motion/cue direction, F(1, 19) < 0.01, p = .948, η p 2 < .01, and the interaction of motion-signal availability and motion/cue direction failed to reach significance, F(1, 19) = 0.34, p = .567, η p 2 = .02.",results,Results,6,3,6,09567976231177968,"F(1, 19) = 0.34",TRUE,η p 2 < .01; η p 2 = .02,TRUE
"The 60%-motion signal led to stronger smooth-pursuit eye movements than the 0%-motion signal, F(1, 38) = 62.58, p < .001, η p 2 = .66.",results,Results,10,1,4,09567976231177968,"F(1, 38) = 62.58",TRUE,η p 2 = .66,TRUE
"As expected, with increased motion, the average smooth-pursuit eye movements increased significantly, F(6, 114) = 37.81, p < .001, η p 2 = .67, one-way repeated measures ANOVA (Fig.",results,Results,14,1,1,09567976231177968,"F(6, 114) = 37.81",TRUE,η p 2 = .67,TRUE
"The results indicated that the top-down effect on motion perception was constrained to weak or ambiguous bottom-up signals, suggested by the significant interaction, F(1, 38) = 4.81, p = .034, η p 2 = .11.",results,Results,14,1,6,09567976231177968,"F(1, 38) = 4.81",TRUE,η p 2 = .11,TRUE
"The mixed ANOVA also showed that the 60%-motion signal led to larger smooth-pursuit eye movement than the 0%-motion signal, F(1, 38) = 113.38, p < .001, η p 2 = .75.",results,Results,14,1,9,09567976231177968,"F(1, 38) = 113.38",TRUE,η p 2 = .75,TRUE
"No significant main effect of top-down signal availability was found, F(1, 38) = 2.60, p = .115, η p 2 = .06.",results,Results,14,1,10,09567976231177968,"F(1, 38) = 2.60",TRUE,η p 2 = .06,TRUE
"A mixed two-way ANOVA with the factors experiment (1 vs. 3) and motion-signal availability (0% static vs. 60%) on the size of smooth pursuit (collapsed across motion/cue directions) revealed a significant interaction, F(1, 38) = 4.37, p = .043, η p 2 = .10, indicating that the top-down effect was specific to the scenario where ambiguous motion signals are presented (i.e., eye movements are sensitive to the sensory input).",results,Results,17,2,2,09567976231177968,"F(1, 38) = 4.37",TRUE,η p 2 = .10,TRUE
"The mixed ANOVA also showed a significant main effect of motion-signal availability, F(1, 38) = 12.56, p < .001, η p 2 = .75.",results,Results,17,3,2,09567976231177968,"F(1, 38) = 12.56",TRUE,η p 2 = .75,TRUE
"No significant difference in smooth-pursuit eye movement was found between the two experiments, F(1, 38) = 3.00, p = .091, η p 2 = .07.",results,Results,17,3,3,09567976231177968,"F(1, 38) = 3.00",TRUE,η p 2 = .07,TRUE
"Accuracy (proportion of correct responses) did not differ between the overt-attention (M = .85, SD = .13) and covert-attention (M = .86, SD = .11) blocks, F(1, 23) = 0.23, p = .636, η p 2 = .01.",results,Results,5,9,4,09567976231179378,"F(1, 23) = 0.23",TRUE,η p 2 = .01,TRUE
"M = .88, SD = .10), F(1, 23) = 5.49, p = .028, η p 2 = .19, which is in line with previous findings (Deubel & Schneider, 1996).",results,Results,5,9,7,09567976231179378,"F(1, 23) = 5.49",TRUE,η p 2 = .19,TRUE
"There was no significant interaction effect between distance and shift type, F(1, 23) = 2.93, p = .100, η p 2 = .11.",results,Results,5,9,8,09567976231179378,"F(1, 23) = 2.93",TRUE,η p 2 = .11,TRUE
"A repeated measures ANOVA showed a difference in accuracies between saccade directions, F(2, 46) = 4.82, p = .013, η p 2 = .17.",results,Results,9,3,3,09567976231179378,"F(2, 46) = 4.82",TRUE,η p 2 = .17,TRUE
"No significant differences were found in reaction times between the direction conditions, F(2, 46) = 0.286, p = .753, η p 2 = .012.",results,Results,9,3,6,09567976231179378,"F(2, 46) = 0.286",TRUE,η p 2 = .012,TRUE
"A two-way analysis of variance revealed a significant interaction between gender and condition on math performance, F(1, 543) = 4.47, p = .035.",results,Results,9,1,6,09567976231180881,"F(1, 543) = 4.47",TRUE,,FALSE
"self-views Self-rated life satisfaction R 2 = .003 (P = .194) F(2, 1114) = 1.64 R 2 = .004 (P = .438) F(5, 1111) = 0.97 F(3, 1111) = 0.52 (P = .672) Peer-rated life satisfaction R 2 = .01 (P = .126) F(2, 675) = 2.08 R 2 = .01 (P = .112) F(5, 672) = 1.79 F(3, 672 = 1.58 (P = .189) Self-rated relationship satisfaction R 2 = .002 (P = .378) F(2, 1114) = 0.97 R 2 = .01 (P = .230) F(5, 1111) = 1.38 F(3, 1111) = 1.64 (P = .177) Peer-rated relationship satisfaction R 2 = .004 (P = .271) F(2, 675) = 1.31 R 2 = .01 (P = .191) F(5, 672) = 1.49 F(3, 672) = 1.61 (P = .186)Note: The linear model includes the coefficients for abilities and self-views.",fig,,0,,1,09567976231185127,"F(2, 1114) = 1.64; F(5, 1111) = 0.97; F(3, 1111) = 0.52; F(2, 675) = 2.08; F(5, 672) = 1.79; F(2, 1114) = 0.97; F(5, 1111) = 1.38; F(3, 1111) = 1.64; F(2, 675) = 1.31; F(5, 672) = 1.49; F(3, 672) = 1.61",TRUE,,FALSE
"A two-way analysis of variance showed a significant main effect for both the aesthetic condition, F(1, 494) = 323.77, p < .001, 95% CI = [0.22, 0.29], Cohen's d = 0.10, and the semantic condition (inverted vs. upright estimate = 0.40), 95% CI = [0.35, 0.44], F(1, 573) = 375.81, p < .001.",results,Results,13,2,1,09567976231190546,"F(1, 494) = 323.77; F(1, 573) = 375.81",TRUE,,FALSE
"We found that the RF model consisting of contour properties alone (RF Model 1) explained 87.1% of the variance in aesthetic responses, F(1, 473) = 3,193, p < .001, R 2 = .87.",results,Results,13,5,2,09567976231190546,"F(1, 473) = 3",TRUE,,FALSE
"The RF model consisting of both contour properties and spatial relation cues (RF Model 2) similarly explained 86.1% of the variance in aesthetic responses, F(1, 473) = 2,922, p < .001, R 2 = .86.",results,Results,13,5,3,09567976231190546,"F(1, 473) = 2",TRUE,,FALSE
"The average accuracy in the scene-categorization tasks for the high (M = 0.87, SD = 0.14) versus low (M = 0.86, SD = 0.15) aesthetic conditions was comparable, F(1, 948) = 1.9, p = .168 (high vs. low aesthetic condition difference = .013, 95% CI = [-.005, .031]), showing that access to overall scene semantic content is not differentially altered by these specific contour manipulations.",results,Results,13,6,2,09567976231190546,"F(1, 948) = 1.9",TRUE,,FALSE
"Similarly, for inverted scenes, categorization accuracy was comparable across high (M = 0.82, SD = 0.14) and low (M = 0.81, SD = 0.85) aesthetic conditions, F(1, 98) = 0.21, p = .647 (high vs. low aesthetic condition difference = .015, 95% CI = [-.051, .082]).",results,Results,13,6,3,09567976231190546,"F(1, 98) = 0.21",TRUE,,FALSE
"Interestingly, the average categorizationaccuracy performance was significantly higher for upright (M = 0.87, SD = 0.14) compared with inverted (M = 0.82, SD = 0.17) scenes, F(1, 1048) = 10.64, p = .001 (upright vs. inverted difference = -.05 [95% CI = -.08, -.02]).",results,Results,13,6,4,09567976231190546,"F(1, 1048) = 10.64",TRUE,,FALSE
"A repeated-measures analysis of variance (ANOVA) on the accuracies with the within-subjects factor learning block (1-6) yielded a significant effect, F(5, 44) = 5.30, p < .001, η 2 = .11, and as indicated by a series of post hoc comparisons (with Bonferroni correction), performance improved after Block 1 (92.2%, ts > 3.0, ps < .04, ds > 0.45) and then rapidly reached an asymptotic, near-ceiling level from Block 2 onward (Block 2 to Block 6: 96.3% to 98.8%, respectively; ts < 1.1, ps = 1.0, ds < 0.17; Fig. 3b).",results,Results,5,3,2,09567976231192241,"F(5, 44) = 5.30",TRUE,η 2 = .11,TRUE
"Both main effects turned out to be significant: set size, F(1, 44) = 200.19, p < .001, η 2 = .56, and set type, F(2, 88) = 10.22, p < .001, η 2 = .03.",results,Results,5,4,2,09567976231192241,"F(1, 44) = 200.19; F(2, 88) = 10.22",TRUE,η 2 = .56; η 2 = .03,TRUE
"A repeated-measures analysis with set size (3, 6) as a within-subjects factor and group (nonnative, native) as a between-subjects factor again revealed a significant main effect of set size, F(1, 63) = 282.35, p < .001, η 2 = .20.",results,Results,5,6,2,09567976231192241,"F(1, 63) = 282.35",TRUE,η 2 = .20,TRUE
"Additionally, there was a significant between-group difference, F(1, 63) = 111.61, p < .001, η 2 = .48, with the Chinese natives exhibiting higher d′ scores than the nonnative observers (2.9 vs.",results,Results,5,6,3,09567976231192241,"F(1, 63) = 111.61",TRUE,η 2 = .48,TRUE
"Of note, an identical ANOVA on the d′ scores of only the learned set (in the nonnative observers) revealed an analogous outcome: main effects of set size, F(1, 63) = 126.98, p < .001, η 2 = .20, and group, F(1, 63) = 59.11, p < .001, η 2 = .34-the latter indicating that even after learning the meaning of the characters, the nonnative observers still performed worse than the Chinese natives (mean d′ scores across set sizes of 1.7 vs.",results,Results,5,6,5,09567976231192241,"F(1, 63) = 126.98; F(1, 63) = 59.11",TRUE,η 2 = .20; η 2 = .34,TRUE
"The results yielded significant main effects of set size, F(1, 15) = 20.27, p < .001, η 2 = .57, and set type, F(2, 30) = 38.31, p < .001, η 2 = .72.",results,Results,8,2,3,09567976231192241,"F(1, 15) = 20.27; F(2, 30) = 38.31",TRUE,η 2 = .57; η 2 = .72,TRUE
"Finally, the set size by set type interaction was also significant, F(2, 30) = 8.70, p = .001, η 2 = .36.",results,Results,8,2,11,09567976231192241,"F(2, 30) = 8.70",TRUE,η 2 = .36,TRUE
"Agreement between the two independent raters was high, as indicated by an intraclass correlation coefficient analysis (Shrout & Fleiss, 1979), r = .89, 95% confidence interval (CI) = [.87, .91], F(552, 553) = 17.26, p < .001.",method,Method,4,6,4,09567976231194590,"F(552, 553) = 17.26",TRUE,,FALSE
