text,section,header,div,p,s,id,match_test,has_t,match_es,has_es
"2B, leftmost blue bar), M = -19.03%, SEM ±3.13%, t(18) = 6.08, p = 1.4167e-05, 95% CI = [13.61, Inf]), k = 4 (Bonferroni adjusted twotailed t test against baseline) and also in comparison to incongruent adapters (Fig.",results,Results,9,10,7,09567976231198435,t(18) = 6.08,TRUE,,FALSE
"2B, middle-right light-blue bar), M = -12.28%, SEM ±2.31%, t(18) = 5.325, p = 6.9237e-05, 95% CI = [8.28, Inf], k = 4 (Bonferroni adjusted two-tailed t test), an orientation-specific threshold elevation aftereffect (Blakemore & Nachmias, 1971;Regan & Beverley, 1985).",results,Results,9,10,8,09567976231198435,t(18) = 5.325,TRUE,,FALSE
"2B, middle-left blue bar), M = -1.39%, SEM ±2.99%, t(18) = 0.466, p = 2.5872, 95% CI = [-4.89, 7.68], k = 4 (Bonferroni adjusted two-tailed t test).",results,Results,9,11,2,09567976231198435,t(18) = 0.466,TRUE,,FALSE
"2B, rightmost blue bar), M = -7.35%, SEM ±2.54%, t(18) = 2.892, p = 0.0388, 95% CI = [2.01, 12.69], k = 4 (Bonferroni adjusted twotailed t test).",results,Results,9,11,4,09567976231198435,t(18) = 2.892,TRUE,,FALSE
"However, the orientation selected during false alarms was equally likely to be congruent or incongruent to imagery (Supplementary Fig. 3 in the Supplemental Material), M = -0.0025%, SEM ±7.4%, t(18) = -0.03, p = .97, 95% CI = [-15.79, 15.3] (two-tailed t test), suggesting no overt decisional bias.",results,Results,9,11,7,09567976231198435,t(18) = -0.03,TRUE,,FALSE
"Bell Press spacebar to start trial Response Adapter Imagery Target Up for vertical Right for horizontal Down for nothing Congruent trial Response Discrimination Experiment Imagery Suppressed Non-Imagined Percepts Suppression Evident Without Prior Adapter 0 -20 20 Congruent Imagery Incongruent Imagery a b c Change in Hits (%) 0 -20 -40 Congruent Adapter Congruent Adapter + Imagery Incongruent Adapter Incongruent Adapter + Imagery 20 * * * * * * * * * n.s Material), M = 14.58%, SEM ±3.58%, t(18) = 4.0728, p = 7.1423e-04, 95% CI = [0.0706, 0.2210] (two-tailed t test, noncorrected).",results,Results,9,13,1,09567976231198435,t(18) = 4.0728,TRUE,,FALSE
"However, there was no significant difference in congruent or incongruent false alarms (Supplementary Fig. 10 in the Supplemental Material), M = 1.33%, SEM ±1.15%, t(19) = 1.1587, p = 0.2617, 95% CI = [-0.0108, 0.0375] (two-tailed t test, noncorrected).",results,Results,9,13,2,09567976231198435,t(19) = 1.1587,TRUE,,FALSE
"2C), M = -10.69%, SEM ±3.17%, t(10) = 3.37, p = .007, 95% CI = [-17.75, -3.62] (two-tailed t test), and no-imagery baseline (Fig.",results,Results,9,14,3,09567976231198435,t(10) = 3.37,TRUE,,FALSE
"2C), M = -8.48%, SEM ±2.46%, t(10) = -3.454, p = .012, 95% CI = [-13.96, -3], k = 2 (Bonferroni adjusted two-tailed t test).",results,Results,9,14,4,09567976231198435,t(10) = -3.454,TRUE,,FALSE
"2C), M = 2.21%, SEM ±2.78, t(10) = 0.79, p = 0.89, 95% CI = [-3.98, 8.4], k = 2 (Bonferroni adjusted two-tailed t test), a result not in line with previous priming research (Ishai & Sagi, 1995;Pearson, 2019).",results,Results,9,14,9,09567976231198435,t(10) = 0.79,TRUE,,FALSE
"However, trials rated as more vivid did trend toward stronger priming compared with low-vividness trials (Supplementary Fig. 4 in the Supplemental Material), t(10) = 1.35, p = .1, 95% CI = [-Inf, 2.63] (acrosssubjects one-tailed t test, noncorrected).",results,Results,9,14,10,09567976231198435,t(10) = 1.35,TRUE,,FALSE
"Interestingly, vividness during incongruent imagery showed an opposite trend, with high-vividness trials trending toward significantly lower hits than lowvividness trials (Supplementary Fig. 4 in the Supplemental Material), t(10) = 1.27, p = .12, 95% CI = [-4, Inf] (across-subjects one-tailed t test).",results,Results,9,15,1,09567976231198435,t(10) = 1.27,TRUE,,FALSE
"Furthermore, congruent-imagery trials that led to hits had significantly higher average vividness scores compared with hits that followed incongruent-imagery trials, t(10) = 2.04, p = .0343, 95% CI = [3.87, Inf] (across-subjects one-tailed t test, noncorrected).",results,Results,9,15,2,09567976231198435,t(10) = 2.04,TRUE,,FALSE
"On these trials, participants made an average of 16.32% false alarms and had no significant bias toward congruent or incongruent gratings (Supplementary Fig. 5 in the Supplemental Material), t(10) = 2.09, p = .064, 95% CI = [-0.2, 6.7] (two-tailed t test, noncorrected).",results,Results,9,15,5,09567976231198435,t(10) = 2.09,TRUE,,FALSE
"Supporting the validity of our measure for knowledge about the source of emotions, concreteness scores of the written descriptions of the source were significantly and positively associated with participants' ratings of their knowledge about the source, b = 0.50, SE = 0.02, t(5149) = 29.48, p < .001, 95% CI = [0.46, 0.54], R 2 = .18.",results,Validation of the source attribution of emotion measure,12,1,1,09567976231199440,t(5149) = 29.48,TRUE,b = 0.50,TRUE
"As predicted, we found a significant within-person effect for source attribution of emotions, b = 0.28, SE = 0.04, t(216.88) = 6.44, p < .001, 95% CI = [0.20, 0.37], R 2 M = .02, R 2 C = .45.",results,Emotion-regulation attempts,13,1,1,09567976231199440,t(216.88) = 6.44,TRUE,b = 0.28,TRUE
"We also found a significant between-person effect, b = 0.34, SE = 0.11, t(368.70) = 3.05, p = .002, 95% CI = [0.12, 0.57], R 2 M = .02, R 2 C = .45: People who were more knowledgeable about the sources of their emotions attempted to regulate their emotions to a greater extent.",results,Emotion-regulation attempts,13,1,3,09567976231199440,t(368.70) = 3.05,TRUE,b = 0.34,TRUE
"As expected, we found a significant within-person effect, b = 0.14, SE = 0.04, t(202.82) = 3.21, p = .002, 95% CI = [0.05, 0.22], R 2 M = .09, R 2 C = .49: Compared to their own average, when people had more knowledge about the source of their emotion, they rated themselves as being more successful in decreasing it.",results,Perceived emotion-regulation success,15,1,1,09567976231199440,t(202.82) = 3.21,TRUE,b = 0.14,TRUE
"We also found a between-person effect-people who were more knowledgeable about the sources of emotions rated themselves as being more successful in decreasing their negative feelings, b = 0.53, SE = 0.11, t(334.98) = 4.93, p < .001, 95% CI = [0.32, 0.75], R 2 M = .09, R 2 C = .49.",results,Perceived emotion-regulation success,15,1,2,09567976231199440,t(334.98) = 4.93,TRUE,b = 0.53,TRUE
"We found a significant within-person interaction, b = -0.18, SE = 0.03, t(7383.86) = -6.24, p < .001, 95% CI = [-0.23, -0.12], R 2 M = .05, R 2 C = .56, so that when people knew more about the source of their emotion (compared with their own average) they were more likely to use source-dependent compared with source-independent strategies (see Fig.",results,Perceived emotion-regulation success,15,2,3,09567976231199440,t(7383.86) = -6.24,TRUE,b = -0.18,TRUE
"Specifically, greater source attribution predicted greater use of source-dependent strategies, b = 0.22, SE = 0.04, t(181.7) = 6.12, p < .001, 95% CI = [0.15, 0.29], R 2 M = .01, R 2 C = .51, but was unrelated to the use of source-independent strategies, b = -0.01, SE = 0.02, t(131.3) = -0.47, p = .643, 95% CI = [-0.05, 0.03], R 2 M = .01, R 2 C = .58.",results,Perceived emotion-regulation success,15,2,5,09567976231199440,t(181.7) = 6.12; t(131.3) = -0.47,TRUE,b = 0.22; b = -0.01,TRUE
"We also found a between-person interaction, b = -0.28, SE = 0.09, t(365.2) = -3.21, p = .001, 95% CI = [-0.45, -0.11], R 2 M = .05, R 2 C = .56: People who were more knowledgeable about the source of their emotions used more source-dependent compared with source-independent strategies (see Fig.",results,Perceived emotion-regulation success,15,2,6,09567976231199440,t(365.2) = -3.21,TRUE,b = -0.28,TRUE
"However, at the between-persons level, greater source attribution predicted reduced use of source-independent strategies, b = -0.19, SE = 0.07, t(369.9) = -2.90, p = .004, 95% CI = [-0.32, -0.06], R 2 M = .01, R 2 C = .58, but was unrelated to the use of source-dependent strategies, b = 0.12, SE = 0.09, t(355.7) = 1.24, p = .216, 95% CI = [-0.07, 0.30], R 2 M = .01, R 2 C = .51.",results,Perceived emotion-regulation success,15,2,8,09567976231199440,t(369.9) = -2.90; t(355.7) = 1.24,TRUE,b = -0.19; b = 0.12,TRUE
"We found a significant effect for life satisfaction-higher life satisfaction was associated with greater source attribution of emotion, b = 0.07, SE = 0.03, t(363) = 2.67, p = .008, 95% CI = [0.02, 0.12], R 2 M = .09, R 2 C = .49.",results,Perceived emotion-regulation success,15,3,2,09567976231199440,t(363) = 2.67,TRUE,b = 0.07,TRUE
"Higher source attribution of emotion was also associated with lower levels of psychiatric symptoms, b = -0.26, SE = 0.07, t(357.76) = -3.97, p < .001, 95% CI = [-0.39, -0.13], R 2 M = .10, R 2 C = 0.49.",results,Perceived emotion-regulation success,15,3,3,09567976231199440,t(357.76) = -3.97,TRUE,b = -0.26,TRUE
"Participants imagined the depressed target (M = 3.93, SD = 1.20) as less likely to be successful compared with both the nondepressed target (M = 5.33, SD = 1.08), t(782) = 14.46, p < .001, d = 1.26, and the noinformation condition (M = 5.17, SD = 1.03), t(782) = 12.94, p < .001, d = 1.13.",results,Results,11,1,6,09567976231204035,t(782) = 14.46; t(782) = 12.94,TRUE,d = 1.26; d = 1.13,TRUE
"Participants imagined the depressed target (M = 3.84, SD = 1.07) as less attractive than the nondepressed target (M = 4.51, SD = 0.96), t(782) = 7.61, p < .001, d = 0.66, and less attractive than in the noinformation condition (M = 4.40, SD = 1.10), t(782) = 6.26, p < .001, d = 0.54.",results,Results,11,1,8,09567976231204035,t(782) = 7.61; t(782) = 6.26,TRUE,d = 0.66; d = 0.54,TRUE
"Participants imagined the depressed target as more introverted (M = 2.65, SD = 1.24), t(782) = 18.28, p < .001, d = 1.59, compared with the nondepressed target (M = 4.47, SD = 1.08) and the no-information condition (M = 4.60, SD = 1.10), t(782) = 19.54, p < .001, d = 1.70.",results,Results,11,1,10,09567976231204035,t(782) = 18.28; t(782) = 19.54,TRUE,d = 1.59; d = 1.70,TRUE
"Participants imagined the depressed target (M = 6.27, SD = 1.02) as more likely to be depressed compared with the nondepressed target (M = 1.60, SD = 1.01), t(782) = 48.12, p < .001, d = 4.19, and with the no-information condition (M = 2.66, SD = 1.31), t(782) = 37.18, p < .001, d = 3.23.",results,Results,11,1,12,09567976231204035,t(782) = 48.12; t(782) = 37.18,TRUE,d = 4.19; d = 3.23,TRUE
"Participants imagined the targets in the no-information condition as less likely to be depressed compared with the depressed condition, t(782) = 10.86, p < .001, d = 0.96.",results,Results,11,1,13,09567976231204035,t(782) = 10.86,TRUE,d = 0.96,TRUE
"Participants believed that the prototypically depressed target experienced more pain by the same symptoms (M = 5.42, SD = 1.23) compared with both the control target (M = 4.63, SD = 1.26), t(493) = 5.78, p < .001, d = 0.63, and the counterprototypically depressed target (M = 4.26, SD = 1.31), t(493) = 8.40, p < .001, d = 0.92.",results,Results,14,1,2,09567976231204035,t(493) = 5.78; t(493) = 8.40,TRUE,d = 0.63; d = 0.92,TRUE
"The control target was considered as experiencing less pain than the counterprototypically depressed target, t(493) = 2.59, p = .027, d = 0.29.",results,Results,14,1,3,09567976231204035,t(493) = 2.59,TRUE,d = 0.29,TRUE
"Participants believed that the prototypically depressed target was more likely to have depression (M = 5.37, SD = 1.38) compared with both the control target (M = 4.33, SD = 1.47), t(493) = 6.68, p < .001, d = 0.73, and the counterprototypically depressed target (M = 3.70, SD = 1.44), t(493) = 10.66, p < .001, d = 1.17.",results,Classification as depression.,15,1,1,09567976231204035,t(493) = 6.68; t(493) = 10.66,TRUE,d = 0.73; d = 1.17,TRUE
"The control target was considered more likely to have depression than the counterprototypically depressed target, t(493) = 3.93, p < .001, d = 0.44.",results,Classification as depression.,15,1,2,09567976231204035,t(493) = 3.93,TRUE,d = 0.44,TRUE
"Participants believed that professional mental health care was more appropriate for the prototypically depressed target (M = 5.70, SD = 1.26) compared with both the control target (M = 4.82, SD = 1.47), t(493) = 5.72, p < .001, d = 0.62, and the counterprototypically depressed target (M = 4.24, SD = 1.54) t(493) = 9.45, p < .001, d = 1.03.",results,Appropriateness of professional mental health care.,16,1,1,09567976231204035,t(493) = 5.72; t(493) = 9.45,TRUE,d = 0.62; d = 1.03,TRUE
"Participants believed that professional mental health care was more appropriate for the control target compared with the counterprototypically depressed target, t(493) = 3.67, p < .001, d = 0.41.",results,Appropriateness of professional mental health care.,16,1,2,09567976231204035,t(493) = 3.67,TRUE,d = 0.41,TRUE
"Participants imagined the depressed target (M = 4.13, SD = 1.40) as more likely to be overweight than the nondepressed one (M = 3.03, SD = 1.26), t(782) = 9.41, p < .001, d = 0.82, and compared with the noinformation condition (M = 3.35, SD = 1.34), t(782) = 6.67, p < .001, d = 0.58.",fig,,0,,2,09567976231204035,t(782) = 9.41; t(782) = 6.67,TRUE,d = 0.82; d = 0.58,TRUE
"Participants considered the depressed target (M = 3.32, SD = 1.16) as less likely to take care of themselves compared with the nondepressed target (M = 5.18, SD = 1.05), t(782) = 19.21, p < .001, d = 1.67, and compared with the no-information condition (M = 4.92, SD = 1.12), t(782) = 16.61, p < .001, d = 1.44.",fig,,0,,4,09567976231204035,t(782) = 19.21; t(782) = 16.61,TRUE,d = 1.67; d = 1.44,TRUE
"Figure 2a shows that White AI faces were judged as human significantly more often than White human faces, M White-AI = 69.5% versus M White-human = 52.2%, t(314) = 13.25, p < .001, d = 0.75, 95% confidence interval (CI) = [0.62, 0.87], and significantly more often than chance (= 50% in the two-alternative forced choice task), t(314) = 16.01, p < .001, d = 0.90, 95% CI = [0.77, 1.03].",intro,Statement of Relevance,3,4,3,09567976231207095,t(314) = 13.25; t(314) = 16.01,TRUE,d = 0.75; d = 0.90,TRUE
"In contrast, non-White AI faces (left side of Fig. 2a) were judged as human at around chance levels, M non-White-AI = 50.5%, t(314) = 0.41, p = .682, d = 0.02, 95% CI = [-0.09, 0.13], which did not differ significantly from how often non-White human faces were judged to be human, versus M non-White-human = 51.3%, t(314) = 0.74, p = .461, d = 0.04, 95% CI = [-0.07, 0.15].",intro,Statement of Relevance,3,4,4,09567976231207095,t(314) = 0.41; t(314) = 0.74,TRUE,d = 0.02; d = 0.04,TRUE
"Unusually, d ′ -a measure of people's ability to discriminate between AI and human faces that is unaffected by response bias-was also significantly negative for White faces, M = -.59, t(314) = 13.17 result indicates that participants did discriminate between White AI and human faces, but in the wrong direction, providing clear evidence of AI hyperrealism for White faces.",intro,Statement of Relevance,3,4,5,09567976231207095,t(314) = 13.17,TRUE,,FALSE
"White AI faces were judged as human significantly more often than White human faces, M AI = 65.9% versus M human = 51.1%, t(123) = 7.14, p < .001, d = 0.64, 95% CI = [0.45, 0.83], and significantly more often than chance (50% in 2AFC task), t(123) = 7.82, p < .001, d = 0.70, 95% CI = [0.51, 0.90].",fig,Figure,3,,2,09567976231207095,t(123) = 7.14; t(123) = 7.82,TRUE,d = 0.64; d = 0.70,TRUE
"In contrast, performance for White human faces did not differ significantly from chance, t(123) = 0.60, p = .550, d = 0.05, 95% CI [-0.12, 0.23].",fig,Figure,3,,3,09567976231207095,t(123) = 0.60,TRUE,d = 0.05,TRUE
"As in our reanalysis of Nightingale and Farid (2022), d ′ was significantly negative, d ′ = -0.49 (vs. 0 = no sensitivity), t(123) = 5.20, p < .001, d = 0.68, 95% CI = [0.49, 0.88].",fig,Figure,3,,4,09567976231207095,t(123) = 5.20,TRUE,d = 0.68,TRUE
"Paired t tests showed that only for the neutral stimuli, there was a recognition deficit for Black faces relative to White faces (an ORE), t(198) = 4.25, p < .001, Cohen's d z = 0.30, 95% CI = [0.16, 0.44], whereas the same was not true for angry faces for which the effect was even in the descriptively opposite direction, t(198) = -0.92, p = .357, Cohen's d z = -0.07.",results,Primary replication,13,2,3,09567976231218640,t(198) = 4.25; t(198) = -0.92,TRUE,,FALSE
"This experimental setup thus replicated the well-established ORE both for the neutral, t(198) = 4.26, p < .001, Cohen's d z = 0.30, and for the angry stimuli, t(198) = 5.91, p < .001, Cohen's d z = 0.42.",results,Primary replication,13,3,4,09567976231218640,t(198) = 4.26; t(198) = 5.91,TRUE,,FALSE
"Again, there was an ORE for the neutral faces, t(196) = 2.14, p = .034, Cohen's d z = 0.15, but not for angry stimuli, t(196) = -0.79, p = .432, Cohen's d z = -0.06.",results,Deconfounding announcement and stimulus set,14,2,3,09567976231218640,t(196) = 2.14; t(196) = -0.79,TRUE,,FALSE
"Collapsed across the order conditions, this comparison was outside of the equivalence bound and significantly different from zero, t(395) = -4.12, p < .001, Hedges's g z = -0.21, 95% CI = [-0.29, -0.12], for the Ackerman stimuli.",results,Equivalence testing,15,1,2,09567976231218640,t(395) = -4.12,TRUE,,FALSE
"For the CFD stimuli, this contrast was not significantly different from zero, t(395) = -0.29, p = .773, Hedges's g z = -0.01, 95% CI = [-0.10, -0.07], but larger than the lower bound of the equivalence bound, t(395) = 2.99, p < .001, and smaller than the upper bound, t(395) = -3.57, p < .001.",results,Equivalence testing,15,1,3,09567976231218640,t(395) = -0.29; t(395) = 2.99; t(395) = -3.57,TRUE,,FALSE
"This was true in all three groups: video observation-mass, t(28) = 5.268, p < .001, d = 0.982; live observation-mass, t(33) = 2.543, p = .016, d = 0.436; interaction-mass, t(31) = 4.602, p < .001, d = 0.851; video observation-friction, t(28) = 0.101, p = .920, d = 0.019; live observation-friction, t(33) = 0.772, p = .445, d = 0.132; interaction-friction, t(31) = 1.663, p = .106, d = 0.294.",results,Video Observation,11,3,2,09567976231221789,t(28) = 5.268; t(33) = 2.543; t(31) = 4.602; t(28) = 0.101; t(33) = 0.772; t(31) = 1.663,TRUE,d = 0.982; d = 0.436; d = 0.851; d = 0.019; d = 0.132; d = 0.294,TRUE
"Moreover, estimate differences were significantly higher for mass than for friction (i.e., above the identity line in Fig. 3): video observation, t(28) = 5.151, p Wilcoxon < .001, d = 0.956; live observation, t(33) = 2.517, p Wilcoxon = .021, d = 0.432; interaction, t(31) = 3.503, p = .001, d = 0.619.",results,Video Observation,11,3,3,09567976231221789,t(28) = 5.151; t(33) = 2.517; t(31) = 3.503,TRUE,d = 0.956; d = 0.432; d = 0.619,TRUE
"In the push/pull block (blue circles in Fig. 3), estimated differences of the critical tilt angle were different from zero for mass and for friction but only in the liveobservation group: live observation-mass, t(33) = 3.074, p = .004, d = 0.527; live observation-friction, t(33) = 4.381, p < .001, d = 0.751; and the interaction group: interaction-mass = t(30) = 4.517, p < .001, d = 0.811; interaction-friction, t(30) = 6.34, p < .001, d = 1.084; whereas this was true only for friction in the videoobservation group: video observation-mass, t(29) = 0.475, p = .638, d = 0.087; video observation-friction, t(29) = 1.929, p Wilcoxon = .006, d = 0.352.",results,Video Observation,11,4,1,09567976231221789,t(33) = 3.074; t(33) = 4.381; t(30) = 4.517; t(30) = 6.34; t(29) = 0.475; t(29) = 1.929,TRUE,d = 0.527; d = 0.751; d = 0.811; d = 1.084; d = 0.087; d = 0.352,TRUE
"Estimate differences for high versus low friction fell short of the physical difference of 4.1° for both observation groups: video observation, t(29) = 3.034, p Wilcoxon = .003, d = 0.554; live observation, t(33) = 3.054, p = .004, d = 0.524; interaction, t(30) = 1.118, p = .273, d = 0.201.",results,Video Observation,11,4,2,09567976231221789,t(29) = 3.034; t(33) = 3.054; t(30) = 1.118,TRUE,d = 0.554; d = 0.524; d = 0.201,TRUE
"We observed no difference in sensitivity to weight and friction in any of the three groups: video observation, t(29) = 1.212, p Wilcoxon = .280, d = 0.221; live observation, t(33) = 0.359, p Wilcoxon = .722, d = 0.061; interaction, t(30) = 0.696, p = .492, d = 0.125.",results,Video Observation,11,4,3,09567976231221789,t(29) = 1.212; t(33) = 0.359; t(30) = 0.696,TRUE,d = 0.221; d = 0.061; d = 0.125,TRUE
"Yet, in all three groups, ∆θ ˆcrit values were different from zero when comparing heavy versus light cubes: video observation-mass, t(29) = 4.663, p < .001, d = 0.851; live observation-mass, t(33) = 4.424, p < .001; d = 0.759, interaction-mass, t(31) = 5.111, p = .001, d = 0.904.",results,Video Observation,11,5,2,09567976231221789,t(29) = 4.663; t(33) = 4.424; t(31) = 5.111,TRUE,d = 0.851; d = 0.759; d = 0.904,TRUE
"For ∆θ ˆcrit values derived from highversus low-friction trials, values were different from 0° in the live-observation group, t(33) = 5.495, p < .001, d = 0.942, and the interaction group, t(31) = 5.339, p < .001, d = 0.851, but not in the video-observation group, t(29) = 1.232, p = .228, d = 0.225.",results,Video Observation,11,5,3,09567976231221789,t(33) = 5.495; t(31) = 5.339; t(29) = 1.232,TRUE,d = 0.942; d = 0.851; d = 0.225,TRUE
"They were significantly below the physical of 4.1° in the two observation groups: video observation, t(29) = 5.452, p < .001, d = 0.995; live observation, t(33) = 3.009, p = .005, d = 0.516; but not in the interaction group, t(31) = 1.606, p = .118, d = 0.284.",results,Video Observation,11,5,4,09567976231221789,t(29) = 5.452; t(33) = 3.009; t(31) = 1.606,TRUE,d = 0.995; d = 0.516; d = 0.284,TRUE
"Critically, we found no evidence for sensitivity to mass being lower than sensitivity to friction in any of the three groups, and the results even partly favored a higher sensitivity to weight: video observation, t(29) = -3.399, p Wilcoxon = .001, d = 0.621; live observation, t(33) = -1.488, p = 0.146, d = 0.255; interaction, t(31) = -2.254, p Wilcoxon = .041, d = 0.398.",results,Video Observation,11,5,5,09567976231221789,t(29) = -3.399; t(33) = -1.488; t(31) = -2.254,TRUE,d = 0.621; d = 0.255; d = 0.398,TRUE
"Sensitivity to friction was higher in the interaction group compared with the video-observation group, t(60) = 2.82, p = .007, d = 0.72, and it was higher in the live-observation compared with the video-observation group, t(62) = 2.46, p = .017, d = 0.62.",results,Video Observation,11,6,2,09567976231221789,t(60) = 2.82; t(62) = 2.46,TRUE,d = 0.72; d = 0.62,TRUE
"We observed no difference between the interaction and live-observation groups, t(64) = 0.66, p = .510, d = 0.16.",results,Video Observation,11,6,3,09567976231221789,t(64) = 0.66,TRUE,d = 0.16,TRUE
"Tukey's honestly significant difference (HSD) tests revealed significant differences between all pairwise positions (all ps < .001) except Position 2 versus Position 3, t(116) = 2.28, p = .16, Position 2 versus Position 4, t(116) = .574, p = .98, and Position 3 versus Position 4, t(116) = -1.712, p = .43.",results,Results,8,1,4,09567976231223130,t(116) = 2.28; t(116) = .574; t(116) = -1.712,TRUE,,FALSE
"For example, at a difference of 5%, we found significant differences only between Position 1 versus Position 2, t(116) = 3.81, p = .002, Position 1 versus Position 3, t(116) = 4.77, p < .001, and Position 1 versus Position 4, t(116) = 3.22, p = .012.",results,Results,8,2,3,09567976231223130,t(116) = 3.81; t(116) = 4.77; t(116) = 3.22,TRUE,,FALSE
"Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .02) except Position 1 versus Position 7, t(174) = 2.05, p = .38, Position 3 versus Position 5, t(174) = 1.621, p = .662, and Position 4 versus Position 5, t(174) = -1.897, p = .48.",results,Results,8,4,2,09567976231223130,t(174) = 2.05; t(174) = 1.621; t(174) = -1.897,TRUE,,FALSE
"Indeed, there was no significant difference in accuracy between finding the longest line across the two experiments, t(72) = 1.91, p = .23, or for finding the shortest line, t(72) = 0.479, p = .96.",results,Results,8,5,4,09567976231223130,t(72) = 1.91; t(72) = 0.479,TRUE,,FALSE
"Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .001) except Position 1 versus Position 5, t(116) = -1.18, p = .80, and Position 2 versus Position 4, t(116) = 1.258, p = .717.",results,Results,8,7,2,09567976231223130,t(116) = -1.18; t(116) = 1.258,TRUE,,FALSE
"Performance was fastest for the biggest and smallest positions compared with the inner positions, with no significant difference between the outer two positions, t(116) = -1.417, p = .62, and was slightly faster for sets with one dot, M = 970, SE = 30.60, 95% CI = [907, 1,032], compared with three dots, M = 1,015, SE = 30.6, 95% CI = [953, 1,077], and five dots, M = 1,004, SE = 30.6, 95% CI = 942, 1,066].",results,Results,8,8,2,09567976231223130,t(116) = -1.417,TRUE,,FALSE
"Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .04) except Position 1 versus Position 5, t( 116) = 1.167, p = .77, Position 2 versus Position 4, t(116) = 1.357, p = .65, and Position 3 versus Position 4, t(116) = -1.479, p = .578.",results,Results,8,9,4,09567976231223130,t( 116) = 1.167; t(116) = 1.357; t(116) = -1.479,TRUE,,FALSE
"As seen in Figure 2, post hoc contrasts reveal that the main effect of question was driven by a significant difference between the longest and middle positions, t(58) = 28.64, p <.001, and shortest and middle positions, t(58) = -26.98, p < .001, and no difference between the longest and shortest positions, t(58) = 1.67, p = .23.",results,Results,13,1,2,09567976231223130,t(58) = 28.64; t(58) = -26.98; t(58) = 1.67,TRUE,,FALSE
"The significant main effect was driven by the middle position being significantly slower than the longest position, t(58) = -9.97, p < .001, which was in turn slower than the shortest position, t(58) = -4.04, p < .001.",results,Results,13,2,3,09567976231223130,t(58) = -9.97; t(58) = -4.04,TRUE,,FALSE
"The most relevant finding for our hypothesis was that there were significant differences for all pairwise comparisons involving the maximal and minimal positions (all ps < .03) except for Position 1 versus Position 7, t(174) = 2.622, p = .13, and Position 2 versus Position 7, t(174) = -0.558, p = .99; none of the inner positions were significantly different from each other.",results,Results,18,2,1,09567976231223130,t(174) = 2.622; t(174) = -0.558,TRUE,,FALSE
"A paired t test (two-tailed) comparing estimates of the pot total in high-synchrony trials with estimates of the pot total in low-synchrony trials revealed that participants estimated that the pot total was larger when the decision-making times were synchronized (M = 26, SD = 7.99) compared to when they were not synchronized (M = 22.54, SD = 7.32), t(67) = 7.25, p < .001, d = 0.88, 95% confidence interval (CI) = [0.6, 1.15].",results,Experiment 1a: decision-making synchrony with explicit attention to coordination,8,1,1,09567976231223410,t(67) = 7.25,TRUE,d = 0.88,TRUE
"A paired t test (two-tailed) comparing estimates of the pot total in high-synchrony trials with estimates of the pot total in low-synchrony trials revealed that participants estimated that the pot total was larger when the decision-making times were synchronized (M = 25.51, SD = 6.54) compared to when they were not synchronized (M = 22.14, SD = 6.32), t(67) = 2.97 p = .004, d = 0.36, 95% CI = [0.11, 0.6].",results,Experiment 1b: decision-making synchrony without explicit attention to coordination,9,1,1,09567976231223410,t(67) = 2.97,TRUE,d = 0.36,TRUE
"As expected, post hoc t tests (Bonferroni-corrected for six comparisons) revealed that estimates were significantly higher for high-synchrony than low-synchrony trials for both implicit experiments, t(67) = 2.93, p = .024, d = 0.24, and explicit experiments, t(67) = 7.35, p < .001, d = 0.6.",results,Experiment 1b: decision-making synchrony without explicit attention to coordination,9,1,5,09567976231223410,t(67) = 2.93; t(67) = 7.35,TRUE,d = 0.24; d = 0.6,TRUE
"There was no significant difference between implicit and explicit experiments for low-synchrony trials, t(134) = -0.49, p = 1.0, d = -0.09.",results,Experiment 1b: decision-making synchrony without explicit attention to coordination,9,1,6,09567976231223410,t(134) = -0.49,TRUE,d = -0.09,TRUE
"For highsynchrony trials, there was a nonsignificant trend between implicit and explicit experiments for highsynchrony trials, t(134) = -2.6, p = .06, d = -0.45.",results,Experiment 1b: decision-making synchrony without explicit attention to coordination,9,1,7,09567976231223410,t(134) = -2.6,TRUE,d = -0.45,TRUE
"A paired t test (two-tailed) comparing estimates of the pot total in high-synchrony trials with estimates of the pot total in low-synchrony trials revealed that participants estimated the pot total was larger when the timing of the actions performed to reach the common pot was synchronized (M = 25.18, SD = 7.8) compared to when they were not synchronized (M = 20.69, SD = 7.6), t(67) = 9.004, p < .001, d = 1.1, 95% CI = [0.79, 1.39].",results,Experiment 2a: movement synchrony with explicit attention to coordination,14,1,1,09567976231223410,t(67) = 9.004,TRUE,d = 1.1,TRUE
"A paired t test (two-tailed) comparing estimates of the pot total in high-synchrony trials with estimates of the pot total in low-synchrony trials revealed that participants estimated the pot total was larger when the actions performed to implement the decisions were synchronized (M = 23.04, SD = 7.7) compared to when they were not synchronized (M = 21.56, SD = 7.5), t(67) = 3.06, p = .003, d = 0.37, 95% CI = [0.12, 0.62].",results,Experiment 2b: movement synchrony without explicit attention to coordination,15,1,1,09567976231223410,t(67) = 3.06,TRUE,d = 0.37,TRUE
